,date,count
115,20260529,69228
116,20250926,43002
117,20260208,65015
118,20260114,49251
119,20260531,8335
120,20251011,24390
121,20240924,4400
122,20261019,30862
123,20260726,4957
124,20250625,55806
125,20261030,11997
126,20250819,50826
127,20261129,22070
128,20250306,21923
129,20261022,610
130,20251116,44459
131,20260308,52575
132,20251219,35321
133,20261016,35643
134,20251227,33184
135,20240426,26699
136,20240321,37830
137,20250930,43093
138,20240304,73109
139,20250906,47776
140,20260417,66018
141,20260919,32266
142,20260814,1511
143,20250311,47342
144,20260409,73605
145,20260821,57202
146,20250317,38838
147,20250907,33710
148,20260307,56883
149,20240804,42000
150,20251126,39662
151,20240130,48919
152,20241203,23711
153,20251212,46369
154,20260315,68780
155,20240412,67332
156,20240615,62608
157,20261014,13920
158,20240311,57213
159,20251119,55828
160,20251014,58732
161,20260101,21039
162,20260927,27432
163,20240502,81783
164,20260407,43804
165,20240717,8035
166,20240805,87735
167,20241031,31384
168,20241128,38420
169,20241223,46674
170,20240416,53532
171,20240626,79032
172,20250103,28846
173,20241017,1280
174,20250810,49298
175,20261011,67409
176,20260424,61842
177,20240129,27491
178,20261031,5393
179,20250902,35452
180,20250923,66031
181,20240225,37190
182,20250812,76818
183,20241006,19086
184,20240807,56294
185,20240404,84989
186,20260117,53180
187,20241214,26883
188,20260415,66187
189,20240628,62518
190,20241217,26766
191,20260731,60928
192,20241215,22622
193,20260221,73703
194,20240330,38841
195,20260302,40186
196,20240306,63616
197,20260708,79178
198,20241127,34449
199,20240503,87380
200,20251015,48076
201,20250827,55000
202,20250630,60366
203,20251101,47813
204,20231208,45437
205,20250817,33478
206,20260109,38552
207,20260705,80087
208,20260224,53191
209,20240410,83472
210,20260303,46028
211,20250729,43800
212,20240513,75232
213,20241007,34841
214,20240204,32764
215,20240116,74555
216,20231221,23920
217,20260311,80
218,20241121,45833
219,20260622,17733
220,20231204,50925
221,20250111,26818
222,20240627,44169
223,20260213,49011
224,20231207,37490
225,20241116,9435
226,20241218,23859
227,20260305,28053
228,20260202,36304
229,20240307,72327
230,20250717,71591
231,20260925,59129
232,20251024,61126
233,20240109,59737
234,20240510,8443
235,20240819,18212
236,20260515,78094
237,20240911,47230
238,20240111,45157
239,20250925,21814
240,20241225,58259
241,20251102,16800
242,20250813,61367
243,20261020,30674
244,20241230,23819
245,20260210,49432
246,20260909,34700
247,20250327,18464
248,20261013,44894
249,20260406,70544
250,20240318,39675
251,20240110,36890
252,20260926,59614
253,20260811,62474
254,20251214,72644
255,20260207,51140
256,20260621,6427
257,20250715,71919
258,20260516,69071
259,20260425,53644
260,20241227,42768
261,20260322,71300
262,20250826,60470
263,20240201,43991
264,20240508,64413
265,20240714,76789
266,20260429,14480
267,20250708,33787
268,20241009,28392
269,20260225,51204
270,20260104,22903
271,20241226,46194
272,20240324,48204
273,20240226,40160
274,20260304,35497
275,20240106,53438
276,20260712,7146
277,20240428,54470
278,20260724,59965
279,20231201,26054
280,20250319,16037
281,20260915,69119
282,20250104,44011
283,20240220,48461
284,20250114,29079
285,20231217,54380
286,20240222,38664
287,20250124,38677
288,20241130,34892
289,20241221,8334
290,20261111,55060
291,20261007,42990
292,20250624,58752
293,20250512,47612
294,20251025,24588
295,20240606,35345
296,20260713,81155
297,20251007,13773
298,20250211,30294
299,20251114,49666
300,20251017,40579
301,20250227,52277
302,20250606,9357
303,20241205,41694
304,20261130,37868
305,20251124,44735
306,20251002,31626
307,20240722,22203
308,20260401,19269
309,20231230,14498
310,20261114,33076
311,20260824,27156
312,20251009,45641
313,20260301,39159
314,20250927,73801
315,20250514,42973
316,20251216,29060
317,20250730,62548
318,20260812,39012
319,20240614,3531
320,20250112,34497
321,20240904,4512
322,20241208,5784
323,20261122,31335
324,20250414,46930
325,20250130,53012
326,20240930,15731
327,20250528,68633
328,20231209,36844
329,20260729,22119
330,20241026,30249
331,20261121,30813
332,20240423,49353
333,20250911,16802
334,20250713,13664
335,20260317,81231
336,20260320,74399
337,20260730,47373
338,20250604,77572
339,20251229,24830
340,20241030,41404
341,20251026,55165
342,20240723,11115
343,20240623,22054
344,20240203,52553
345,20240326,30456
346,20251005,35678
347,20240629,70289
348,20251027,49692
349,20240828,17994
350,20260214,56459
351,20241211,27098
352,20260509,84194
353,20240205,52900
354,20251215,68240
355,20260714,73375
356,20241023,29497
357,20240314,40856
358,20240118,50722
359,20260106,46746
360,20250320,57948
361,20251228,12082
362,20241008,1764
363,20250316,45747
364,20240927,32276
365,20251030,45792
366,20261125,23767
367,20260309,58456
368,20260204,45697
369,20260404,23006
370,20250218,7896
371,20260604,35090
372,20240929,24406
373,20250213,34215
374,20260716,12690
375,20260908,52494
376,20260219,65931
377,20240718,3078
378,20241015,9853
379,20261117,26340
380,20260430,29155
381,20250403,6136
382,20260211,66826
383,20240821,57563
384,20250325,48941
385,20240310,75481
386,20240112,57085
387,20240408,83594
388,20231219,25874
389,20260820,13566
390,20251225,55197
391,20250513,63762
392,20240521,4001
393,20250621,54418
394,20250226,75914
395,20240229,47662
396,20260801,55457
397,20251221,50290
398,20260227,50260
399,20240429,48326
400,20260326,65852
401,20260520,72859
402,20240402,71232
403,20251231,15867
404,20240427,54004
405,20260209,40583
406,20251117,56002
407,20260513,83197
408,20250601,34132
409,20231213,48186
410,20260818,55905
411,20240622,18273
412,20240301,44890
413,20250814,53946
414,20250918,55856
415,20260815,61893
416,20260124,56497
417,20240419,16847
418,20260912,4856
419,20260805,13447
420,20250426,87677
421,20250121,32527
422,20250922,39902
423,20260411,51332
424,20261112,37085
425,20250428,36117
426,20240218,40768
427,20261120,21388
428,20250725,56200
429,20260707,55830
430,20240418,92125
431,20261001,18240
432,20251128,50016
433,20251112,41839
434,20231205,31366
435,20240906,14179
436,20240712,80234
437,20250603,67974
438,20261113,32339
439,20260313,64270
440,20260514,36832
441,20250115,40635
442,20250401,81341
443,20250824,64925
444,20241018,33065
445,20250706,31438
446,20240316,1962
447,20260126,46468
448,20240128,31352
449,20250118,35693
450,20251208,46157
451,20251230,40252
452,20250822,22233
453,20250908,8894
454,20241022,33833
455,20240913,42344
456,20260413,96340
457,20240105,59488
458,20240531,51653
459,20260318,61628
460,20250905,41803
461,20250913,57665
462,20261006,10505
463,20251220,46379
464,20250224,49407
465,20251125,51604
466,20240413,81586
467,20250219,42845
468,20241020,34704
469,20250727,3469
470,20240207,55568
471,20250928,1166
472,20261004,30804
473,20260809,85967
474,20240701,70985
475,20260324,87523
476,20260316,76740
477,20241113,26425
478,20260508,96840
479,20260314,67410
480,20260717,11958
481,20260103,25765
482,20240430,60118
483,20240801,44072
484,20260329,54536
485,20250916,36844
486,20240323,38012
487,20260226,55744
488,20241005,52258
489,20240520,44502
490,20260808,64543
491,20250818,54103
492,20250629,90028
493,20261025,26728
494,20261115,44163
495,20231224,24170
496,20240716,14571
497,20260804,37383
498,20260427,51441
499,20250116,45121
500,20240114,47777
501,20250128,49523
502,20250415,42710
503,20260825,26192
504,20250113,22997
505,20250904,28208
506,20240827,75511
507,20251118,50157
508,20251031,42038
509,20231210,36109
510,20231222,28785
511,20251120,39686
512,20240923,24473
513,20260503,6400
514,20251203,38060
515,20251130,37138
516,20250404,50065
517,20260913,35496
518,20250714,70913
519,20240705,12720
520,20240926,6694
521,20250501,107336
522,20261118,32753
523,20240922,59288
524,20241231,57644
525,20250423,88559
526,20260116,52890
527,20261116,29174
528,20240727,27192
529,20260528,16380
530,20250529,9055
531,20250330,71299
532,20261024,30985
533,20240407,73319
534,20260416,57012
535,20240802,58731
536,20260128,29864
537,20260218,46865
538,20240125,24829
539,20250106,40644
540,20250108,10764
541,20240909,13781
542,20260702,6138
543,20260718,1312
544,20260706,53270
545,20251022,55086
546,20240414,63664
547,20240206,62165
548,20250924,15478
549,20250515,42339
550,20260603,16487
551,20261002,10758
552,20240512,71161
553,20250303,50398
554,20240507,72237
555,20240425,27565
556,20240824,72235
557,20260215,67802
558,20240327,58719
559,20240107,47765
560,20251107,19594
561,20250126,36329
562,20250301,34671
563,20251202,29727
564,20260506,34851
565,20240721,14456
566,20260816,64429
567,20240113,37091
568,20250709,30513
569,20241029,41613
570,20261009,30161
571,20250703,67257
572,20240401,82130
573,20240211,51298
574,20250804,17434
575,20251111,46623
576,20260402,2428
577,20260512,92471
578,20250425,87637
579,20250602,67113
580,20260312,69516
581,20240818,24625
582,20231202,16233
583,20260113,70093
584,20260914,74091
585,20260205,63620
586,20250307,13543
587,20260228,38403
588,20250329,84110
589,20240808,57648
590,20241129,37578
591,20240907,22289
592,20240806,68365
593,20250720,77668
594,20250105,42756
595,20260523,16458
596,20240214,25185
597,20241115,19760
598,20260910,11509
599,20260725,30142
600,20250314,27609
601,20260310,34914
602,20240826,85838
603,20240312,80630
604,20240702,71711
605,20231203,40727
606,20240831,13088
607,20240617,19071
608,20260331,3353
609,20240504,72799
610,20231231,24105
611,20241125,57892
612,20260125,66310
613,20240126,24782
614,20260501,54643
615,20250427,8479
616,20250920,25010
617,20260408,5440
618,20250524,15662
619,20250210,37796
620,20250816,27768
621,20250828,76658
622,20240719,7879
623,20260217,77976
624,20250719,66745
625,20250421,56115
626,20240302,39370
627,20231206,56602
628,20250623,72689
629,20250622,92457
630,20250702,66346
631,20261126,32643
632,20260510,86996
633,20250208,18914
634,20260826,5936
635,20241120,34319
636,20251008,34925
637,20260405,67886
638,20240115,58229
639,20240625,70680
640,20260321,83495
641,20231130,22331
642,20251223,19195
643,20231214,18540
644,20260803,62671
645,20250531,34224
646,20250402,53282
647,20260605,78757
648,20240119,30593
649,20240411,78032
650,20260223,43402
651,20250127,65201
652,20250811,10765
653,20240121,43969
654,20241222,38166
655,20240315,67813
656,20241124,26911
657,20250705,28100
658,20261123,21715
659,20241019,13925
660,20250323,34840
661,20240210,47700
662,20251207,27387
663,20260511,53058
664,20240101,40101
665,20250722,4446
666,20241027,38821
667,20240604,56279
668,20250122,29000
669,20231229,23617
670,20250413,69549
671,20250205,6376
672,20260924,2839
673,20240228,34943
674,20250215,44378
675,20240624,26742
676,20231220,62279
677,20250712,58413
678,20260123,64489
679,20240409,87767
680,20231211,59578
681,20240422,69176
682,20240213,63768
683,20250806,21081
684,20240830,4008
685,20240322,39495
686,20241206,32804
687,20260212,63994
688,20251226,50062
689,20240216,44996
690,20250815,23521
691,20251129,38443
692,20241021,43215
693,20260517,78047
694,20241004,59174
695,20251010,39297
696,20250430,9692
697,20250903,38289
698,20251105,6059
699,20240915,56334
700,20240117,46413
701,20240120,28492
702,20261203,46671
703,20241126,44453
704,20240822,19292
705,20250216,31269
706,20260428,7642
707,20240809,83118
708,20251224,24488
709,20231212,42615
710,20250324,23953
711,20260111,60023
712,20261017,43298
713,20260504,42471
714,20251205,27524
715,20250530,97551
716,20231216,45569
717,20250517,63880
718,20240711,58989
719,20240811,21695
720,20241016,28477
721,20250820,73325
722,20261015,13428
723,20260518,82107
724,20241112,15148
725,20260810,71201
726,20260206,54820
727,20240715,31940
728,20250102,38458
729,20250110,32999
730,20261028,34636
731,20261110,38301
732,20261202,42460
733,20240208,63545
734,20250119,35360
735,20260922,72701
736,20260108,54672
737,20251222,37246
738,20231129,17956
739,20240905,46165
740,20260119,67676
741,20240131,35166
742,20251127,37867
743,20240403,88125
744,20240328,42826
745,20260907,5261
746,20241224,57597
747,20260921,33661
748,20260723,39079
749,20240916,27891
750,20250821,66581
751,20240921,47092
752,20240406,78249
753,20260414,88571
754,20261010,40499
755,20240910,30893
756,20250716,67175
757,20241024,28193
758,20261128,38905
759,20250808,33627
760,20250331,83650
761,20260918,53215
762,20250511,7036
763,20250724,74997
764,20240912,37011
765,20260222,42595
766,20260917,48575
767,20250628,1365
768,20250917,86780
769,20261124,30440
770,20260802,60566
771,20251213,50889
772,20250823,38606
773,20260327,57961
774,20261201,33779
775,20250831,54611
776,20240104,21466
777,20251016,53661
778,20260410,76981
779,20260201,29249
780,20260130,6475
781,20260916,54110
782,20261012,45112
783,20240522,26544
784,20241119,23856
785,20250302,98452
786,20250131,37734
787,20251023,43789
788,20241228,37052
789,20251206,24208
790,20241102,19500
791,20250328,32551
792,20231215,31470
793,20240415,81511
794,20240127,21095
795,20261003,2513
796,20250921,22321
797,20240530,53747
798,20260719,69813
799,20260817,2485
800,20260203,51858
801,20260721,68559
802,20240420,67689
803,20250315,1056
804,20250326,63961
805,20240803,39402
806,20251012,29701
807,20240728,32143
808,20251001,41231
809,20261119,32818
810,20240305,73312
811,20241204,40743
812,20240919,34715
813,20240812,21045
814,20260505,42086
815,20260131,26530
816,20260216,60907
817,20241202,50273
818,20240518,97734
819,20250919,70686
820,20240313,73628
821,20241118,24582
822,20240320,2865
823,20250929,53571
824,20260807,58363
825,20260920,38879
826,20231225,21940
827,20251028,42830
828,20240704,65738
829,20250807,40582
830,20250809,14153
831,20240605,102073
832,20250223,65205
833,20240219,42295
834,20260703,51644
835,20240505,83375
836,20240308,72373
837,20241011,9574
838,20241122,46586
839,20240223,25008
840,20260602,7202
841,20260722,89920
842,20250710,35658
843,20231223,23413
844,20240713,36731
845,20240317,41956
846,20241114,21902
847,20260711,39197
848,20260412,84824
849,20250803,16630
850,20261008,1402
851,20241212,30853
852,20250304,20871
853,20260306,74355
854,20250228,66582
855,20260530,35447
856,20250605,62233
857,20241025,46645
858,20240519,43052
859,20240217,54082
860,20240124,8704
861,20260122,53447
862,20260623,61282
863,20251201,39829
864,20250129,65125
865,20250117,36432
866,20260112,55462
867,20250711,53863
868,20250420,56291
869,20231127,18791
870,20250422,2239
871,20260715,43210
872,20240215,53237
873,20260527,50343
874,20241216,17895
875,20240209,56442
876,20241213,24654
877,20251018,50950
878,20241014,18192
879,20250830,2269
880,20240212,67438
881,20250726,25249
882,20260325,71640
883,20261027,36000
884,20251108,37085
885,20240630,108996
886,20260105,31380
887,20250125,41647
888,20260118,38033
889,20251218,46066
890,20261205,20671
