,date,count
453,20250913,92631
454,20260413,114051
455,20240105,85750
456,20241020,63310
457,20240413,104333
458,20250224,67913
459,20261004,26707
460,20250928,1785
461,20251125,84526
462,20240207,80512
463,20250727,6296
464,20250219,59827
465,20260809,95651
466,20260103,32531
467,20260314,105374
468,20241113,39282
469,20260324,133017
470,20260508,122854
471,20260316,119248
472,20240701,100788
473,20260717,19885
474,20240801,53490
475,20260329,56115
476,20240323,35806
477,20240430,67190
478,20250916,69109
479,20240520,36313
480,20260226,74672
481,20250629,94391
482,20240716,11076
483,20250818,78183
484,20260808,89541
485,20261115,80701
486,20241005,85706
487,20261025,34575
488,20231224,31786
489,20260825,27325
490,20250113,26990
491,20260427,54623
492,20250128,57783
493,20250116,49979
494,20260804,49546
495,20250415,48736
496,20250904,16652
497,20240114,80781
498,20251031,62743
499,20231210,55931
500,20251118,91207
501,20260913,46028
502,20240923,28277
503,20251130,51435
504,20251203,44674
505,20240827,125094
506,20251120,58912
507,20250404,81346
508,20260503,11829
509,20231222,36734
510,20261118,44253
511,20241231,79572
512,20240705,20214
513,20240926,12862
514,20250714,53410
515,20250501,132812
516,20240922,80741
517,20260528,20014
518,20261116,53391
519,20260116,69911
520,20250529,13570
521,20250423,99680
522,20240727,28496
523,20261024,38450
524,20260702,12259
525,20260718,1765
526,20260218,79941
527,20260128,46293
528,20240125,29582
529,20240909,19551
530,20250330,103282
531,20260416,63114
532,20250108,14043
533,20250106,51399
534,20240407,113057
535,20240802,82690
536,20240414,79003
537,20250924,17230
538,20261002,17231
539,20260706,75797
540,20250515,55153
541,20260603,18909
542,20240206,87441
543,20251022,84522
544,20240507,99662
545,20240512,86221
546,20240327,58751
547,20240425,32976
548,20240107,69300
549,20250303,82678
550,20251107,30013
551,20240824,103965
552,20260215,97922
553,20260506,52736
554,20261009,53118
555,20250301,55534
556,20240721,17735
557,20260816,107711
558,20251202,42455
559,20250703,58401
560,20250126,50751
561,20241029,74150
562,20250709,35588
563,20240113,67002
564,20240211,81474
565,20251111,77372
566,20260402,3184
567,20260312,113678
568,20240818,27822
569,20250425,105645
570,20260512,126492
571,20250804,18234
572,20240401,115878
573,20250602,56308
574,20231202,18408
575,20260914,114206
576,20260113,103639
577,20250307,15336
578,20250329,106394
579,20260228,55903
580,20260205,68630
581,20240907,38972
582,20240808,87464
583,20260725,40393
584,20250720,101340
585,20240806,96419
586,20260523,26505
587,20260310,43539
588,20260910,18170
589,20250314,28609
590,20241115,26910
591,20250105,61220
592,20240214,41292
593,20240826,115807
594,20231203,62956
595,20260331,3731
596,20240702,86149
597,20240617,17477
598,20240831,23866
599,20240312,121077
600,20260125,88839
601,20241125,97852
602,20240504,91273
603,20231231,27493
604,20260408,7971
605,20250427,12667
606,20250920,34413
607,20250524,16869
608,20260501,55113
609,20240126,24680
610,20260217,118983
611,20250210,50389
612,20250719,75743
613,20250828,124006
614,20250816,49075
615,20240302,52326
616,20250421,62404
617,20240719,8039
618,20250623,78968
619,20231206,86063
620,20261126,58823
621,20250702,77620
622,20250208,23969
623,20250622,107003
624,20260510,112518
625,20260826,8942
626,20260405,72978
627,20260803,76355
628,20260321,102317
629,20241120,60643
630,20231214,26240
631,20251008,50030
632,20231130,35821
633,20251223,35974
634,20250531,37982
635,20240625,62812
636,20240115,89436
637,20250402,84734
638,20250811,10966
639,20240411,112652
640,20241222,55862
641,20250705,35605
642,20250127,103714
643,20240119,39984
644,20241124,49589
645,20260223,58859
646,20260605,72558
647,20261123,29576
648,20240121,63689
649,20240604,84113
650,20231229,21401
651,20251207,35935
652,20241019,23253
653,20241027,69733
654,20250122,37224
655,20250722,7417
656,20250205,11939
657,20260511,68132
658,20250413,56246
659,20240101,57996
660,20250323,57312
661,20240210,66720
662,20260924,3498
663,20250215,54526
664,20240228,44605
665,20240322,45438
666,20231211,86946
667,20250712,49412
668,20240830,5794
669,20260123,112877
670,20240409,123062
671,20240422,60934
672,20240624,25153
673,20240213,86586
674,20250806,20237
675,20231220,86665
676,20240216,55113
677,20260212,101866
678,20251129,64782
679,20251226,82557
680,20250815,41548
681,20241021,76733
682,20260517,117477
683,20250430,12749
684,20250903,53588
685,20251010,63462
686,20240117,55747
687,20240120,43719
688,20241004,102315
689,20240915,50874
690,20251105,9130
691,20261203,62223
692,20240809,103795
693,20241126,73680
694,20260504,62074
695,20250324,33797
696,20240822,18478
697,20261017,78024
698,20250216,33157
699,20260428,9690
700,20251224,39358
701,20231212,60314
702,20260111,78517
703,20240811,21488
704,20250530,105249
705,20231216,79292
706,20251205,32109
707,20250820,88428
708,20241016,34374
709,20250517,65449
710,20260518,115680
711,20240711,61415
712,20261015,20580
713,20241112,18286
714,20261028,54359
715,20250102,55061
716,20240715,32718
717,20260206,69625
718,20250110,42452
719,20260810,84607
720,20231129,24904
721,20250119,45542
722,20261202,74610
723,20260922,65883
724,20261110,64595
725,20251222,58991
726,20260108,73874
727,20240208,94228
728,20241224,96730
729,20240328,53167
730,20240403,116702
731,20240131,53065
732,20251127,60000
733,20240916,26142
734,20260723,52307
735,20260907,7774
736,20250628,1037
737,20260921,32320
738,20240905,74726
739,20260119,105012
740,20260414,125031
741,20261010,58666
742,20240406,113142
743,20240910,52181
744,20250821,86301
745,20250716,75794
746,20240921,67763
747,20260917,81128
748,20240912,56852
749,20250511,7438
750,20250724,90010
751,20250808,33290
752,20250331,109211
753,20241024,57132
754,20261128,58727
755,20260222,49819
756,20260918,81831
757,20250917,133789
758,20260802,69441
759,20261124,34742
760,20251213,81211
761,20250831,77788
762,20260410,123213
763,20261201,54294
764,20250823,55754
765,20260201,34898
766,20260130,7895
767,20251016,90691
768,20260327,67936
769,20240104,30823
770,20240522,28019
771,20241228,54399
772,20250131,49342
773,20241102,37489
774,20260916,73412
775,20250302,147499
776,20251023,72237
777,20261012,79884
778,20251206,31833
779,20241119,40305
780,20260203,49761
781,20240420,59214
782,20250921,41976
783,20240530,49188
784,20261003,3918
785,20231215,46600
786,20260719,65752
787,20250315,1027
788,20260817,3957
789,20260721,69710
790,20240415,91460
791,20240127,25242
792,20250328,46076
793,20240812,19809
794,20251001,64385
795,20261119,40526
796,20240803,47086
797,20240305,109949
798,20250326,105057
799,20251012,52825
800,20240919,40531
801,20240728,29930
802,20241118,40277
803,20250919,126152
804,20240320,2094
805,20260505,56024
806,20240313,104432
807,20260216,105755
808,20240518,89650
809,20260131,34777
810,20250223,96932
811,20240704,76855
812,20251028,73370
813,20250809,9165
814,20240605,140008
815,20260920,50225
816,20231225,31622
817,20250807,37519
818,20240219,63039
819,20260807,91803
820,20250929,102190
821,20260703,61483
822,20260722,90922
823,20241122,81700
824,20241011,14855
825,20240317,47186
826,20240223,22988
827,20240505,110597
828,20240308,107710
829,20250710,39039
830,20260602,9630
831,20240713,26423
832,20231223,27641
833,20261008,2534
834,20260412,119694
835,20241114,31641
836,20260711,43004
837,20250304,26176
838,20241212,33609
839,20250803,18703
840,20251201,50129
841,20250605,57705
842,20260306,74191
843,20241025,83454
844,20260122,92806
845,20260530,32282
846,20240124,11862
847,20260623,81888
848,20250228,102865
849,20240217,68244
850,20240519,45955
851,20250117,39293
852,20260527,40870
853,20250711,49266
854,20240215,88894
855,20241216,24517
856,20260715,64488
857,20260112,97262
858,20250420,85796
859,20250129,94443
860,20250422,3766
861,20231127,24421
862,20241014,28169
863,20261027,62639
864,20260325,85307
865,20251018,88809
866,20251108,59306
867,20240212,105529
868,20250830,2783
869,20240630,133429
870,20250726,38460
871,20240209,85664
872,20241213,33996
873,20250125,57327
874,20261205,37578
875,20260118,66629
876,20260105,38210
877,20251218,72480
